longitude,latitude,label,red_mean,red_std,red_min,red_max,red_p10,red_p90,red_amp,nir_mean,nir_std,nir_min,nir_max,nir_p10,nir_p90,nir_amp,ndvi_mean,ndvi_std,ndvi_min,ndvi_max,ndvi_p10,ndvi_p90,ndvi_amp
-59.92734804746437,-6.107914153571408,Disturbio,0.05382444686996775,0.014476348309219792,0.0208,0.0875,0.041720004183889624,0.07313001787694248,0.0667,0.18510464390080494,0.06681857763582087,0.08330000000000001,0.3156,0.08995001464412418,0.24920000547567164,0.23229999999999998,0.4974694178576616,0.23591090294191958,0.06986666666666667,0.855354659248957,0.16905329096793462,0.6942300185623462,0.7854879925822904
-59.94201467041945,-6.072097743292743,Disturbio,0.07531066248016505,0.026258133675710595,0.031700000000000006,0.1164,0.04940000264503948,0.11474285816596859,0.0847,0.24187520805277316,0.04813197506961322,0.1505,0.38760000000000006,0.16340002361605563,0.2819,0.23710000000000006,0.5133989205194371,0.18370652158448808,0.2181303116147309,0.8487956117338421,0.3110280108987652,0.7021404786089552,0.6306653001191111
-59.92592675344072,-6.146259582109595,Disturbio,0.030593404621277624,0.02030345610125984,0.009800000000000003,0.1136,0.016600001068525886,0.03929999923629513,0.1038,0.2860760785762781,0.04306960351171052,0.1877,0.36550000000000005,0.2554000050194448,0.3534199919810989,0.17780000000000004,0.8145838478934239,0.09961659307593615,0.3970276008492568,0.900759493670886,0.7690676468048573,0.881399616692277,0.5037318928216292
-59.93212766721386,-6.132193771353638,Disturbio,0.031221802932254523,0.011696300858340227,0.020000000000000004,0.0728,0.021740012841749437,0.04348000000000001,0.0528,0.30898581096631744,0.03947138405987438,0.25750000000000006,0.39280000000000004,0.25890002269489254,0.36479996595832237,0.13529999999999998,0.8170529551514901,0.05584610402711634,0.6344463971880493,0.8866544789762341,0.7437071717386678,0.8687410243505443,0.25220808178818477
-59.93030090152796,-6.102573130912654,Disturbio,0.07294389775037151,0.028454280846934268,0.028100000000000014,0.1222,0.04137999227777713,0.11062000122146017,0.09409999999999999,0.2330575732920049,0.035430563610906546,0.1802,0.362,0.19359996983801075,0.2735899927481497,0.1818,0.5256083773123049,0.1759831012562116,0.24426450742240205,0.8104553119730185,0.28541230201595646,0.7016646974613554,0.5661908045506164
-59.9318015028418,-6.121887097464985,Disturbio,0.03669825911311393,0.010756246349630053,0.023000000000000007,0.05740000000000001,0.02566000077687662,0.0553199198681402,0.0344,0.3138094834430366,0.013758306741733497,0.2996,0.34909999999999997,0.2997600002394074,0.33419996903398197,0.04949999999999999,0.7927482384444093,0.05221297258924196,0.6920473773265652,0.8637844240450102,0.701044981567273,0.854361671096833,0.17173704671844503
-59.92225918822849,-6.134834736572907,Disturbio,0.03894152978299594,0.023416370341571426,0.022199999999999998,0.12460000000000002,0.023720002155138805,0.0482,0.10240000000000002,0.37349025204599456,0.03121943065444864,0.28470000000000006,0.45840000000000003,0.35332,0.4050999813369623,0.17369999999999997,0.8168507595206793,0.0933576376813691,0.4603724556084885,0.8880484114977307,0.7744713915045293,0.8792703391681791,0.42767595588924223
-59.93188049763839,-6.14576645394858,Disturbio,0.030420246558363707,0.027291752551255828,0.009300000000000003,0.16219999999999998,0.018500000613088624,0.0362,0.15289999999999998,0.31629744435459634,0.03591694974463244,0.1908,0.36519999999999997,0.2827000045718895,0.3509200003828148,0.17439999999999997,0.8353587890373437,0.11031083640442442,0.3031149301825994,0.9070464767616192,0.8052750902226028,0.8860553234808681,0.6039315465790198
-59.94231461632985,-6.096257000665641,Disturbio,0.06176680616199658,0.046269121542336145,0.017200000000000007,0.1424,0.020059999999999995,0.13403598325728228,0.12519999999999998,0.15634305174137753,0.05114470768824645,0.08780000000000002,0.34530000000000005,0.10659999325833872,0.1986700167247019,0.25750000000000006,0.497041191962298,0.22805638147680396,0.09846254497873737,0.8425827107790823,0.16510249801470814,0.7049317182527058,0.7441201658003449
-59.96396357157069,-6.078520791118934,Disturbio,0.06137295404203324,0.026876484720915833,0.018600000000000005,0.1054,0.021100000000000004,0.08954285744639112,0.08679999999999999,0.22247708643857275,0.047759490630598964,0.1495,0.3296,0.16100000294571742,0.26443996957918664,0.1801,0.555541920083466,0.21759105330037395,0.27179923436835385,0.8654124457308249,0.2966276215245273,0.8470266831563463,0.593613211362471
